workerid,rt,trial_type,trial_num,adj_positiveness,np_positiveness,context,np,adj,response,sim_glove
61,11107,free_class_elicitation,3,negative,neither-nor,Mika steps outside on a day in Fall.,Fall,cold,seasons,
61,22914,free_class_elicitation,4,positive,neither-nor,Michelle is looking for a place to live and checks out a townhouse.,townhouse,large,townhouses ,
61,12136,free_class_elicitation,5,positive,positive,John takes a first sip from a cup of coffee.,coffee,hot,coffees ,
61,7055,free_class_elicitation,6,positive,negative,Claire sees a penguin at the zoo.,penguin,tall,penguins ,
61,9528,free_class_elicitation,7,positive,neither-nor,Julia hears somebody playing the piano.,piano,loud,sounds,0.49019676446914673
61,9363,free_class_elicitation,8,negative,negative,Robert is walking outside and hears the cry of a hummingbird.,hummingbird,quiet,birds,0.3009658455848694
61,12969,free_class_elicitation,9,positive,neither-nor,The waitress brings David his food at the diner. David takes the first bite of his fruit.,fruit,warm,foods ,
61,10625,free_class_elicitation,10,positive,negative,Veronica is at the butchershop and looks at the price of a piece of pork.,pork,expensive,meats ,
61,12871,free_class_elicitation,11,negative,neither-nor,Lucas steps outside during dusk.,dusk,dark,evenings ,
61,7965,free_class_elicitation,12,negative,neither-nor,Gary is helping a friend move and picks up a box.,box,light,boxes,0.730573832988739
61,6173,free_class_elicitation,13,positive,negative,Natalia is visiting a friend and sees their pet mouse.,mouse,large,mice,0.6706715226173401
61,11690,free_class_elicitation,14,negative,positive,Tanya sees an adult named Pat.,adult,short,men,0.46003133058547974
61,6104,free_class_elicitation,15,negative,negative,Michael sees a jockey.,jockey,short,jockeys,0.723548948764801
61,11772,free_class_elicitation,16,negative,positive,Stephen is sitting in a gymnasium.,gymnasium,quiet,rooms,0.4130111336708069
61,7061,free_class_elicitation,17,positive,positive,Kathleen is thinking about watching something on Netflix and looks at the duration of a movie.,movie,long,movies,0.8959326148033142
61,10090,free_class_elicitation,18,negative,negative,William is working in the machine shop and picks up a piece of styrofoam.,styrofoam,light,pieces,0.31694886088371277
62,43385,free_class_elicitation,1,positive,neither-nor,Stephanie hears somebody playing the piano.,piano,loud,sounds,0.49019676446914673
62,42441,free_class_elicitation,2,negative,neither-nor,Daniel looks at the price of a bottle of wine.,bottle of wine,cheap,alcoholic drinks,
62,44450,free_class_elicitation,3,negative,positive,David is looking for a place to live and checks out a villa.,villa,small,houses,0.3887690305709839
62,17961,free_class_elicitation,4,negative,negative,Eric steps outside on a day in Winter.,Winter,cold,days,
62,11481,free_class_elicitation,5,positive,negative,Mika is at the zoo watching a slug travel.,slug,fast,slugs,0.5862656235694885
62,15961,free_class_elicitation,6,negative,neither-nor,Kim is helping a friend move and picks up a box.,box,light,boxes,0.730573832988739
62,9822,free_class_elicitation,7,negative,positive,Alicia sees a giraffe at the zoo.,giraffe,short,giraffes,0.628443717956543
62,30255,free_class_elicitation,8,negative,neither-nor,Anthony sees a teenager named Pat.,teenager,short,teenagers,0.6246643662452698
62,9274,free_class_elicitation,9,positive,negative,Jasmine is walking outside and hears the cry of a hummingbird.,hummingbird,loud,birds,0.3009658455848694
62,7957,free_class_elicitation,10,positive,neither-nor,Kim is visiting a friend and sees their pet cat.,cat,large,cats,0.7323004007339478
62,11659,free_class_elicitation,11,negative,negative,John is thinking about watching something on Netflix and looks at the duration of a TV show.,TV show,short,shows,
62,13441,free_class_elicitation,12,positive,positive,The waitress brings Gary his food at the diner. Gary takes the first bite of his burger.,burger,warm,food,0.40979570150375366
62,20406,free_class_elicitation,13,negative,positive,Jennifer takes a first sip from a cup of coffee.,coffee,cold,drinks,0.7287518978118896
62,9535,free_class_elicitation,14,positive,negative,Maya is at the butchershop and looks at the price of a piece of pork.,pork,expensive,stores,0.33074039220809937
62,37073,free_class_elicitation,15,positive,neither-nor,Charles is working in the machine shop and picks up a piece of plastic.,plastic,heavy,pieces of plastic,
62,10108,free_class_elicitation,16,positive,positive,The mailman drops off a box for Angela. Angela picks it up.,box,heavy,packages,0.4686795771121979
62,7589,free_class_elicitation,17,negative,negative,Simon sees a jockey.,jockey,short,people,0.10459363460540771
62,16659,free_class_elicitation,18,positive,positive,Lucas steps outside during the morning.,the morning,light,hours,
63,10668,free_class_elicitation,1,positive,neither-nor,Anthony is visiting a friend and sees their pet cat.,cat,large,cats,0.7323004007339478
63,9221,free_class_elicitation,2,negative,positive,Jasmine is sitting in a gymnasium.,gymnasium,quiet,gymnasiums,0.6030492186546326
63,5786,free_class_elicitation,3,negative,positive,Stephen is looking for a place to live and checks out a villa.,villa,small,villas,0.5119326710700989
63,8579,free_class_elicitation,4,positive,positive,Stephanie sees an adult named Pat.,adult,tall,adults,0.7610254883766174
63,6348,free_class_elicitation,5,positive,negative,Monica is working in the machine shop and picks up a piece of styrofoam.,styrofoam,heavy,styrofoam,1.0
63,12178,free_class_elicitation,6,positive,neither-nor,The waitress brings Michael his food at the diner. Michael takes the first bite of his fruit.,fruit,warm,fruit,1.0
63,9866,free_class_elicitation,7,negative,neither-nor,Julia is helping a friend move and picks up a box.,box,light,boxes,0.730573832988739
63,6361,free_class_elicitation,8,positive,neither-nor,Alexander is walking outside and hears the cry of a parrot.,parrot,loud,parrots,0.6655376553535461
63,7534,free_class_elicitation,9,negative,negative,Josh sees a penguin at the zoo.,penguin,short,penguins,0.3877726197242737
63,14547,free_class_elicitation,10,positive,positive,Melinda is at the butchershop and looks at the price of a piece of steak.,steak,expensive,pieces of steak,
63,9042,free_class_elicitation,11,positive,negative,Eric hears somebody playing the violin.,violin,loud,violins,0.6895976066589355
63,8152,free_class_elicitation,12,negative,neither-nor,The mailman drops off a package for Laura. Laura picks it up.,package,light,packages,0.7980517745018005
63,5726,free_class_elicitation,13,positive,negative,Charles sees a jockey.,jockey,tall,jockey,1.0
63,13500,free_class_elicitation,14,negative,negative,Tom is thinking about watching something on Netflix and looks at the duration of a TV show.,TV show,short,TV show durations,
63,25108,free_class_elicitation,15,negative,positive,Alicia steps outside during the morning.,the morning,dark,times of the day,
63,17975,free_class_elicitation,16,negative,neither-nor,John takes a first sip from a cup of tea.,tea,cold,cups of tea,
63,8555,free_class_elicitation,17,positive,positive,David lifts up an adult named Allen.,adult,heavy,adults,0.7610254883766174
63,11384,free_class_elicitation,18,negative,negative,Tanya steps outside on a day in Winter.,Winter,cold,days,
64,24290,free_class_elicitation,1,negative,positive,Angela is walking outside and hears the cry of a rooster.,rooster,quiet,places like a city,
64,31818,free_class_elicitation,2,positive,negative,Michelle is working in the machine shop and picks up a piece of styrofoam.,styrofoam,heavy,pieces of styrofoam,
64,28235,free_class_elicitation,3,positive,negative,Kathleen takes a first sip from a cup of water.,water,hot,cold drinks,
64,8997,free_class_elicitation,4,negative,negative,Tom sees a penguin at the zoo.,penguin,short,animals,0.24088796973228455
64,18179,free_class_elicitation,5,negative,positive,Mika looks at the price of a bottle of top-shelf liquor.,bottle of top-shelf liquor,cheap,types of liquor,
64,17533,free_class_elicitation,6,positive,negative,Josh is at the zoo watching a slug travel.,slug,fast,types of slugs,
64,24692,free_class_elicitation,7,negative,neither-nor,David is at the butchershop and looks at the price of a piece of chicken.,chicken,cheap,cuts of meat,
64,17527,free_class_elicitation,8,positive,neither-nor,Gary lifts up a kid named Allen.,kid,heavy,smaller children,
64,18672,free_class_elicitation,9,positive,neither-nor,Claire sees a teenager named Pat.,teenager,tall,teenagers,0.6246643662452698
64,15518,free_class_elicitation,10,positive,positive,Alexander steps outside during the morning.,the morning,light,times of day,
64,9765,free_class_elicitation,11,negative,positive,Cameron is visiting a friend and sees their pet dog.,dog,small,dogs,0.8344309329986572
64,9827,free_class_elicitation,12,negative,negative,Eric sees a jockey.,jockey,short,people,0.10459363460540771
64,10719,free_class_elicitation,13,positive,positive,Jennifer is thinking about watching something on Netflix and looks at the duration of a movie.,movie,long,movies,0.8959326148033142
64,12702,free_class_elicitation,14,negative,neither-nor,John is looking for a place to live and checks out a townhouse.,townhouse,small,townhouses,0.6502399444580078
64,16075,free_class_elicitation,15,negative,negative,Robert is sitting in a library.,library,quiet,libraries,0.7932377457618713
64,9842,free_class_elicitation,16,negative,neither-nor,Sophie is helping a friend move and picks up a box.,box,light,boxes,0.730573832988739
64,9544,free_class_elicitation,17,positive,neither-nor,The mailman drops off a package for Julia. Julia picks it up.,package,heavy,packages,0.7980517745018005
64,11622,free_class_elicitation,18,positive,positive,Stephanie steps outside on a day in Summer.,Summer,warm,summer days,
65,11991,free_class_elicitation,1,positive,positive,Eric is helping a friend move and picks up a piece of furniture.,piece of furniture,heavy,furniture,
65,10061,free_class_elicitation,2,positive,neither-nor,Stephen is at the zoo watching an eel travel.,eel,fast,other fish,
65,15654,free_class_elicitation,3,positive,positive,Natalia looks at the price of a bottle of top-shelf liquor.,bottle of top-shelf liquor,expensive,bottles or liquor ,
65,12089,free_class_elicitation,4,negative,positive,The waitress brings David his food at the diner. David takes the first bite of his burger.,burger,cold,food,0.40979570150375366
65,9792,free_class_elicitation,5,positive,neither-nor,Gabriel is visiting a friend and sees their pet cat.,cat,large,other cats,
65,9196,free_class_elicitation,6,negative,neither-nor,William lifts up a kid named Allen.,kid,light,children ,
65,9437,free_class_elicitation,7,negative,positive,Kim is thinking about watching something on Netflix and looks at the duration of a movie.,movie,short,movies,0.8959326148033142
65,9030,free_class_elicitation,8,positive,negative,Daniel steps outside on a day in Winter.,Winter,warm,days,
65,12324,free_class_elicitation,9,negative,negative,The mailman drops off an envelope for Maya. Maya picks it up.,envelope,light,mail,0.4889798164367676
65,17907,free_class_elicitation,10,positive,neither-nor,Robert is looking for a place to live and checks out a townhouse.,townhouse,large,apartments ,
65,7824,free_class_elicitation,11,positive,negative,Alexander sees a jockey.,jockey,tall,jockeys ,
65,19533,free_class_elicitation,12,negative,neither-nor,Cameron hears somebody playing the piano.,piano,quiet,concert halls,
65,12549,free_class_elicitation,13,positive,positive,Monica is walking outside and hears the cry of a rooster.,rooster,loud,chickens ,
65,18696,free_class_elicitation,14,negative,positive,John is at the butchershop and looks at the price of a piece of steak.,steak,cheap,meat,0.5952567458152771
65,8997,free_class_elicitation,15,negative,negative,Michael sees a child named Pat.,child,short,children,0.8553194999694824
65,6516,free_class_elicitation,16,positive,negative,Kathleen sees a penguin at the zoo.,penguin,tall,penguins,0.3877726197242737
65,7330,free_class_elicitation,17,negative,neither-nor,Tom is sitting in a classroom.,classroom,quiet,classrooms ,
65,11758,free_class_elicitation,18,negative,negative,Simon takes a first sip from a cup of water.,water,cold,water,1.0
66,9188,free_class_elicitation,1,negative,negative,The mailman drops off an envelope for Lee. Lee picks it up.,envelope,light,lee,0.05388866737484932
66,5546,free_class_elicitation,2,positive,positive,John is helping a friend move and picks up a piece of furniture.,piece of furniture,heavy,furniture,
66,3848,free_class_elicitation,3,negative,neither-nor,William sees a baseball player.,baseball player,short,palyer,
66,4280,free_class_elicitation,4,positive,neither-nor,Stephen is sitting in a classroom.,classroom,loud,classroom,1.0000001192092896
66,10425,free_class_elicitation,5,positive,negative,Alicia is walking outside and hears the cry of a hummingbird.,hummingbird,loud,bird,0.28027787804603577
66,10707,free_class_elicitation,6,negative,neither-nor,Anthony is working in the machine shop and picks up a piece of plastic.,plastic,light,piece of plastic,
66,5412,free_class_elicitation,7,negative,positive,Melinda looks at the price of a bottle of top-shelf liquor.,bottle of top-shelf liquor,cheap,liquor,
66,2798,free_class_elicitation,8,negative,negative,Kathleen sees a penguin at the zoo.,penguin,short,zoo,0.32327523827552795
66,3413,free_class_elicitation,9,negative,neither-nor,Angela steps outside during dusk.,dusk,dark,dusk,1.0
66,7909,free_class_elicitation,10,negative,positive,Robert takes a first sip from a cup of coffee.,coffee,cold,coffee,1.0
66,2913,free_class_elicitation,11,positive,neither-nor,Natalia steps outside on a day in Fall.,Fall,warm,fall,
66,6357,free_class_elicitation,12,positive,neither-nor,Sophie is at the zoo watching an eel travel.,eel,fast,travel,-0.023967303335666656
66,3235,free_class_elicitation,13,negative,positive,Eric is thinking about watching something on Netflix and looks at the duration of a movie.,movie,short,movie,0.9999999403953552
66,4711,free_class_elicitation,14,positive,negative,Julia lifts up a baby named Allen.,baby,heavy,named allen,
66,2310,free_class_elicitation,15,positive,negative,Monica sees a child named Pat.,child,tall,pat,0.2028677612543106
66,2113,free_class_elicitation,16,positive,positive,Kim is visiting a friend and sees their pet dog.,dog,large,dog,1.0
66,6080,free_class_elicitation,17,negative,negative,Greg is at the butchershop and looks at the price of a piece of pork.,pork,cheap,piece of pork,
66,4638,free_class_elicitation,18,positive,positive,Claire hears somebody playing the drums.,drums,loud,drums,1.0
67,24491,free_class_elicitation,1,positive,negative,Josh sees a jockey.,jockey,tall,Jocky&quotechars,
67,10531,free_class_elicitation,2,negative,neither-nor,Tom lifts up a kid named Allen.,kid,light,kids,0.7564833760261536
67,15493,free_class_elicitation,3,positive,neither-nor,Anthony looks at the price of a bottle of wine.,bottle of wine,expensive,bottles of wine,
67,43232,free_class_elicitation,4,positive,neither-nor,Kim sees a monkey at the zoo.,monkey,tall,Monkeys,
67,16217,free_class_elicitation,5,negative,positive,Lee is thinking about watching something on Netflix and looks at the duration of a movie.,movie,short,movies,0.8959326148033142
67,25759,free_class_elicitation,6,positive,positive,Michelle is sitting in a gymnasium.,gymnasium,loud,places,0.15774831175804138
67,21678,free_class_elicitation,7,negative,negative,The mailman drops off an envelope for Julia. Julia picks it up.,envelope,light,envolopes,
67,19437,free_class_elicitation,8,negative,neither-nor,Claire sees a teenager named Pat.,teenager,short, teenagers,
67,30987,free_class_elicitation,9,positive,positive,Jennifer hears somebody playing the drums.,drums,loud,places,0.1328698694705963
67,29473,free_class_elicitation,10,positive,negative,Eric steps outside on a day in Winter.,Winter,warm,other winter days,
67,19023,free_class_elicitation,11,negative,negative,The waitress brings Natalia her food at the diner. Natalia takes the first bite of her ice cream.,ice cream,cold,food,
67,26049,free_class_elicitation,12,positive,positive,Laura takes a first sip from a cup of coffee.,coffee,hot,coffee,1.0
67,29771,free_class_elicitation,13,negative,neither-nor,Robert is visiting a friend and sees their pet cat.,cat,small,cats,0.7323004007339478
67,22089,free_class_elicitation,14,negative,negative,Kathleen is at the butchershop and looks at the price of a piece of pork.,pork,cheap,meats,0.6622257828712463
67,15436,free_class_elicitation,15,positive,negative,Stephanie steps outside during the evening.,the evening,light,evenings,
67,12646,free_class_elicitation,16,positive,neither-nor,Michael is helping a friend move and picks up a box.,box,heavy,boxes,0.730573832988739
67,31430,free_class_elicitation,17,negative,positive,Cameron is walking outside and hears the cry of a rooster.,rooster,quiet,roosters,0.3816651701927185
67,23843,free_class_elicitation,18,negative,positive,Veronica is working in the machine shop and picks up a piece of steel.,steel,light,pieces of steel,
68,12738,free_class_elicitation,1,negative,negative,Simon steps outside during the evening.,the evening,dark,places.,
68,9158,free_class_elicitation,2,negative,positive,Jennifer is helping a friend move and picks up a piece of furniture.,piece of furniture,light,mornings,
68,8821,free_class_elicitation,3,negative,positive,Lucas lifts up an adult named Allen.,adult,light,people,0.46134981513023376
68,11316,free_class_elicitation,4,positive,negative,Gary sees a jockey.,jockey,tall,jockeys,0.723548948764801
68,9135,free_class_elicitation,5,negative,neither-nor,Greg hears somebody playing the piano.,piano,quiet,pianos,0.6042563319206238
68,15710,free_class_elicitation,6,positive,positive,Kim is at the butchershop and looks at the price of a piece of steak.,steak,expensive,meat,0.5952567458152771
68,9216,free_class_elicitation,7,negative,positive,Kim is walking outside and hears the cry of a rooster.,rooster,quiet,roosters,0.3816651701927185
68,5940,free_class_elicitation,8,negative,neither-nor,The mailman drops off a package for Cameron. Cameron picks it up.,package,light,packages,0.7980517745018005
68,5906,free_class_elicitation,9,positive,positive,William sees an adult named Pat.,adult,tall,people,0.46134981513023376
68,11548,free_class_elicitation,10,negative,negative,Michael steps outside on a day in Winter.,Winter,cold,places,
68,10741,free_class_elicitation,11,positive,negative,David takes a first sip from a cup of water.,water,hot,beverages,0.34216341376304626
68,11403,free_class_elicitation,12,positive,neither-nor,Josh is working in the machine shop and picks up a piece of plastic.,plastic,heavy,plastics,0.46692290902137756
68,7270,free_class_elicitation,13,positive,negative,Julia looks at the price of a box of wine.,box of wine,expensive,wines,
68,9600,free_class_elicitation,14,negative,neither-nor,Daniel is at the zoo watching an eel travel.,eel,slow,fishes,0.3795132339000702
68,7998,free_class_elicitation,15,negative,negative,Tom is looking for a place to live and checks out an apartment.,apartment,small,apartments,0.7545885443687439
68,8532,free_class_elicitation,16,positive,neither-nor,Michelle is sitting in a classroom.,classroom,loud,classrooms,0.8148455619812012
68,14459,free_class_elicitation,17,positive,neither-nor,Claire is thinking about watching something on Netflix and looks at the duration of a documentary.,documentary,long,documentaries,0.7954923510551453
68,21805,free_class_elicitation,18,positive,positive,The waitress brings Melinda her food at the diner. Melinda takes the first bite of her burger.,burger,warm,burgers,0.7014809846878052
69,14973,free_class_elicitation,1,positive,negative,Robert is at the zoo watching a slug travel.,slug,fast,slugs,0.5862656235694885
69,19682,free_class_elicitation,2,negative,positive,Angela is walking outside and hears the cry of a rooster.,rooster,quiet,roosters,0.3816651701927185
69,11774,free_class_elicitation,3,positive,negative,Eric hears somebody playing the violin.,violin,loud,violins,0.6895976066589355
69,16499,free_class_elicitation,4,positive,neither-nor,The waitress brings Greg his food at the diner. Greg takes the first bite of his fruit.,fruit,warm,fruit,1.0
69,13018,free_class_elicitation,5,positive,positive,Lee is sitting in a gymnasium.,gymnasium,loud,gymnasiums,0.6030492186546326
69,7762,free_class_elicitation,6,negative,positive,Alexander is visiting a friend and sees their pet dog.,dog,small,dogs,0.8344309329986572
69,9835,free_class_elicitation,7,positive,positive,David is working in the machine shop and picks up a piece of steel.,steel,heavy,steel,0.9999999403953552
69,14008,free_class_elicitation,8,negative,negative,Cameron takes a first sip from a cup of water.,water,cold,cups of water,
69,9401,free_class_elicitation,9,positive,neither-nor,Stephanie sees a baseball player.,baseball player,tall,baseball players,
69,15376,free_class_elicitation,10,positive,positive,Stephen steps outside on a day in Summer.,Summer,warm,days,
69,7832,free_class_elicitation,11,negative,negative,Monica looks at the price of a box of wine.,box of wine,cheap,wine,
69,13726,free_class_elicitation,12,negative,positive,Laura lifts up an adult named Allen.,adult,light,adults,0.7610254883766174
69,12969,free_class_elicitation,13,negative,neither-nor,William is thinking about watching something on Netflix and looks at the duration of a documentary.,documentary,short,documentaries,0.7954923510551453
69,10780,free_class_elicitation,14,negative,neither-nor,Josh sees a monkey at the zoo.,monkey,short,monkeys,0.726420521736145
69,9685,free_class_elicitation,15,positive,negative,The mailman drops off an envelope for Maya. Maya picks it up.,envelope,heavy,envelopes,0.7296762466430664
69,9021,free_class_elicitation,16,negative,neither-nor,Anthony is looking for a place to live and checks out a townhouse.,townhouse,small,townhouses,0.6502399444580078
69,9387,free_class_elicitation,17,negative,negative,Veronica is helping a friend move and picks up a piece of clothing.,piece of clothing,light,clothing,
69,12883,free_class_elicitation,18,positive,neither-nor,Mika sees a teenager named Pat.,teenager,tall,teenagers,0.6246643662452698
70,14927,free_class_elicitation,1,negative,neither-nor,Kim steps outside on a day in Fall.,Fall,cold,days,
70,7583,free_class_elicitation,2,positive,positive,Michelle is thinking about watching something on Netflix and looks at the duration of a movie.,movie,long,shows,0.716720700263977
70,10387,free_class_elicitation,3,negative,negative,Simon lifts up a baby named Allen.,baby,light,babies,0.7870863676071167
70,17712,free_class_elicitation,4,negative,negative,The mailman drops off an envelope for Greg. Greg picks it up.,envelope,light,envelopes,0.7296762466430664
70,14744,free_class_elicitation,5,positive,negative,Anthony is walking outside and hears the cry of a hummingbird.,hummingbird,loud,hummingbirds,0.5391594171524048
70,12855,free_class_elicitation,6,negative,neither-nor,Stephanie sees a teenager named Pat.,teenager,short,teenagers,0.6246643662452698
70,7943,free_class_elicitation,7,positive,neither-nor,John is visiting a friend and sees their pet cat.,cat,large,cats,0.7323004007339478
70,12303,free_class_elicitation,8,positive,positive,Jennifer sees a giraffe at the zoo.,giraffe,tall,animals,0.31947097182273865
70,29239,free_class_elicitation,9,negative,positive,Mika takes a first sip from a cup of coffee.,coffee,cold,coffees,0.47635579109191895
70,24466,free_class_elicitation,10,positive,neither-nor,Tanya is at the butchershop and looks at the price of a piece of chicken.,chicken,expensive,meats,0.6213933825492859
70,18208,free_class_elicitation,11,negative,negative,Kathleen is looking for a place to live and checks out an apartment.,apartment,small,apartments,0.7545885443687439
70,24671,free_class_elicitation,12,positive,positive,Stephen hears somebody playing the drums.,drums,loud,sounds,0.5546292662620544
70,31105,free_class_elicitation,13,negative,positive,Gabriel is working in the machine shop and picks up a piece of steel.,steel,light,pieces of steel,
70,18264,free_class_elicitation,14,negative,positive,Claire steps outside during the morning.,the morning,dark,mornings,
70,7304,free_class_elicitation,15,positive,negative,Robert is at the zoo watching a slug travel.,slug,fast,slugs,0.5862656235694885
70,25285,free_class_elicitation,16,positive,neither-nor,Sophie is sitting in a classroom.,classroom,loud,classrooms,0.8148455619812012
70,25671,free_class_elicitation,17,positive,negative,The waitress brings Jasmine her food at the diner. Jasmine takes the first bite of her ice cream.,ice cream,warm,ice cream,
70,14064,free_class_elicitation,18,negative,neither-nor,Eric is helping a friend move and picks up a box.,box,light,boxes,0.730573832988739
71,16053,free_class_elicitation,1,positive,positive,Kim lifts up an adult named Allen.,adult,heavy,friends,0.388399213552475
71,11262,free_class_elicitation,2,positive,negative,Greg steps outside during the evening.,the evening,light,evenings,
71,11761,free_class_elicitation,3,positive,positive,Anthony hears somebody playing the drums.,drums,loud,drums,1.0
71,17137,free_class_elicitation,4,negative,negative,Jasmine is thinking about watching something on Netflix and looks at the duration of a TV show.,TV show,short,Netflix shows,
71,9808,free_class_elicitation,5,positive,negative,Veronica sees a jockey.,jockey,tall,Jockey&quotechars,
71,15520,free_class_elicitation,6,negative,neither-nor,Eric is sitting in a classroom.,classroom,quiet,classroom&quotechars,
71,31863,free_class_elicitation,7,negative,positive,Jennifer is walking outside and hears the cry of a rooster.,rooster,quiet,days outside,
71,16264,free_class_elicitation,8,positive,neither-nor,The waitress brings Alexander his food at the diner. Alexander takes the first bite of his fruit.,fruit,warm,Fruit&quotechars,
71,13387,free_class_elicitation,9,negative,negative,Alicia is visiting a friend and sees their pet mouse.,mouse,small,Mice,
71,9847,free_class_elicitation,10,negative,negative,Charles is at the zoo watching a slug travel.,slug,slow,Slug&quotechars,
71,12952,free_class_elicitation,11,negative,positive,Angela sees a giraffe at the zoo.,giraffe,short,Giraffe&quotechars ,
71,14927,free_class_elicitation,12,negative,neither-nor,Simon steps outside on a day in Fall.,Fall,cold,Days in Fall,
71,19492,free_class_elicitation,13,positive,neither-nor,Sophie is helping a friend move and picks up a box.,box,heavy,Boxe&quotechars she carried,
71,19023,free_class_elicitation,14,negative,positive,Kathleen looks at the price of a bottle of top-shelf liquor.,bottle of top-shelf liquor,cheap,Top-shelf liquor&quotechars,
71,16451,free_class_elicitation,15,negative,neither-nor,Melinda is at the butchershop and looks at the price of a piece of chicken.,chicken,cheap,Chicken she&quotechars bought,
71,10748,free_class_elicitation,16,positive,positive,Gary takes a first sip from a cup of coffee.,coffee,hot,Coffee hes drank,
71,17152,free_class_elicitation,17,positive,neither-nor,Lucas is looking for a place to live and checks out a townhouse.,townhouse,large,Townhouse&quotechars ,
71,12523,free_class_elicitation,18,positive,negative,Natalia sees a child named Pat.,child,tall,children,0.8553194999694824
72,34824,free_class_elicitation,1,positive,positive,Maya is at the butchershop and looks at the price of a piece of steak.,steak,expensive,steaks.,
72,12578,free_class_elicitation,2,positive,neither-nor,Robert is at the zoo watching an eel travel.,eel,fast,eels,0.619676411151886
72,10063,free_class_elicitation,3,positive,negative,Greg is visiting a friend and sees their pet mouse.,mouse,large,mice,0.6706715226173401
72,7161,free_class_elicitation,4,negative,positive,Tanya hears somebody playing the drums.,drums,quiet,drums,1.0
72,9954,free_class_elicitation,5,negative,negative,Tom is working in the machine shop and picks up a piece of styrofoam.,styrofoam,light,styrofoam,1.0
72,7404,free_class_elicitation,6,negative,neither-nor,Jasmine is thinking about watching something on Netflix and looks at the duration of a documentary.,documentary,short,documentaries,0.7954923510551453
72,19742,free_class_elicitation,7,negative,neither-nor,Jennifer steps outside during dusk.,dusk,dark,times of the day,
72,12258,free_class_elicitation,8,negative,positive,Gabriel looks at the price of a bottle of top-shelf liquor.,bottle of top-shelf liquor,cheap,liquor bottles,
72,10105,free_class_elicitation,9,negative,negative,Anthony takes a first sip from a cup of water.,water,cold,cups of water,
72,5277,free_class_elicitation,10,positive,negative,Kim steps outside on a day in Winter.,Winter,warm,winters,
72,10066,free_class_elicitation,11,positive,negative,Daniel sees a jockey.,jockey,tall,jockeys,0.723548948764801
72,6569,free_class_elicitation,12,negative,neither-nor,Kim lifts up a kid named Allen.,kid,light,children,0.4446779489517212
72,5715,free_class_elicitation,13,positive,neither-nor,Natalia sees a monkey at the zoo.,monkey,tall,monkeys,0.726420521736145
72,9886,free_class_elicitation,14,positive,positive,Julia is helping a friend move and picks up a piece of furniture.,piece of furniture,heavy,pieces of furniture,
72,16246,free_class_elicitation,15,positive,positive,Melinda is looking for a place to live and checks out a villa.,villa,large,other places at the villa,
72,6948,free_class_elicitation,16,negative,positive,The mailman drops off a box for Charles. Charles picks it up.,box,light,boxes,0.730573832988739
72,9416,free_class_elicitation,17,positive,neither-nor,The waitress brings Claire her food at the diner. Claire takes the first bite of her fruit.,fruit,warm,fruit,1.0
72,22316,free_class_elicitation,18,negative,negative,Stephen is sitting in a library.,library,quiet,libraries,0.7932377457618713
73,12653,free_class_elicitation,1,positive,neither-nor,Charles is at the zoo watching an eel travel.,eel,fast,animals,0.15070052444934845
73,8488,free_class_elicitation,2,positive,positive,John hears somebody playing the drums.,drums,loud,noises,0.43970635533332825
73,12212,free_class_elicitation,3,positive,positive,Veronica is sitting in a gymnasium.,gymnasium,loud,places,0.15774831175804138
73,9340,free_class_elicitation,4,negative,positive,Kim takes a first sip from a cup of coffee.,coffee,cold,cups of coffee,
73,15139,free_class_elicitation,5,positive,negative,The mailman drops off an envelope for David. David picks it up.,envelope,heavy,envelopes,0.7296762466430664
73,8240,free_class_elicitation,6,positive,neither-nor,Gabriel sees a baseball player.,baseball player,tall,people,
73,9294,free_class_elicitation,7,positive,positive,Laura is working in the machine shop and picks up a piece of steel.,steel,heavy,items,0.3393230438232422
73,7802,free_class_elicitation,8,negative,neither-nor,Stephanie sees a teenager named Pat.,teenager,short,teenagers,0.6246643662452698
73,7920,free_class_elicitation,9,negative,neither-nor,Greg steps outside on a day in Fall.,Fall,cold,days,
73,5688,free_class_elicitation,10,negative,positive,Mika is thinking about watching something on Netflix and looks at the duration of a movie.,movie,short,movies,0.8959326148033142
73,18806,free_class_elicitation,11,positive,negative,The waitress brings Michael his food at the diner. Michael takes the first bite of his ice cream.,ice cream,warm,ice cream,
73,5064,free_class_elicitation,12,negative,negative,Melinda looks at the price of a box of wine.,box of wine,cheap,wine,
73,6352,free_class_elicitation,13,negative,negative,Gary sees a penguin at the zoo.,penguin,short,penguins,0.3877726197242737
73,16169,free_class_elicitation,14,positive,negative,Alexander is looking for a place to live and checks out an apartment.,apartment,large,apartments,0.7545885443687439
73,12172,free_class_elicitation,15,positive,neither-nor,Anthony is walking outside and hears the cry of a parrot.,parrot,loud,birds,0.4827500581741333
73,6912,free_class_elicitation,16,negative,negative,Tanya is visiting a friend and sees their pet mouse.,mouse,small,animals,0.5146914720535278
73,7771,free_class_elicitation,17,negative,neither-nor,Angela lifts up a kid named Allen.,kid,light,people,0.39091283082962036
73,8928,free_class_elicitation,18,negative,positive,Kathleen is helping a friend move and picks up a piece of furniture.,piece of furniture,light,furniture,
74,14466,free_class_elicitation,1,negative,neither-nor,Kim sees a teenager named Pat.,teenager,short,people,0.319158136844635
74,10012,free_class_elicitation,2,positive,positive,Tom lifts up an adult named Allen.,adult,heavy,people,0.46134981513023376
