stim_id,degree,context_sentence,superordinate,np,np_expectations,adj,adj_polarity,np_match,originalResponse,cat_cleaned,specific,matchingSuper,mode_np
75,temperature_h,Jasmine is in her kitchen and puts her hand in the pantry.,locations,pantry,medium,warm,positive,pantry,expected temperatures of the pantry,expected temperatures of pantry,1,0,pantry
71,strength,Lucas is examining the walls of a friend's new condo.,walls,condo,medium,weak,negative,condo,walls,walls,0,1,walls
5,darkness,Veronica is writing with a pencil and notices the color of the script.,scripts,pencil,low,dark,negative,pencil,pencils,pencils,1,0,pencil
27,length_duration,Kim looks up information about an upcoming sprinting race.,races,sprinting race,low,long,positive,sprint,races,races,0,1,races
76,temperature_h,Mika is spending her Saturday at a shopping mall.,places,shopping mall,medium,cold,negative,mall,places they could have been,places,0,1,places
34,loudness_n,Lee is listening to a friend playing the harp.,instruments,harp,low,loud,positive,harp,volumes they expected a harp to be at,volumes expected harp,1,0,harp
15,height,Sophie is at a zoo and looks at a monkey.,animals,monkey,medium,short,negative,monkey,monkeys,monkeys,1,0,monkey
21,length_duration,Jennifer is at a pet store and notices the length of a bassett hound.,dogs,bassett hound,medium,long,positive,bassett hound,basset hounds,bassett hounds,1,0,bassett hound
53,size,Melinda is looking in an insect terrarium and sees a spider.,insects,spider,high,small,negative,spider,spiders,spiders,1,0,spider
76,temperature_h,Stephanie is spending her Saturday at a shopping mall.,places,shopping mall,medium,hot,positive,mall,shopping malls,shopping malls,1,0,shopping mall
42,price,Kim is looking to rent a new place and checks out an apartment.,rentals,apartment,low,cheap,negative,apartment,apartments,apartments,1,0,apartment
46,price,Maya is clothing shopping and looks at a shirt.,clothes,shirt,low,expensive,positive,shirt,shirts,shirts,1,0,shirt
88,width,Charles is standing at the bank of a stream.,waterways,stream,medium,narrow,negative,stream,streams,streams,1,0,stream
73,temperature_h,Kathleen takes the first sip from a coffee.,drinks,coffee,high,cold,negative,coffee,expected temperatures of coffee,expected temperatures of coffeee,1,0,coffee
62,speed_f,John sees a truck on the highway.,vehicles,truck,low,fast,positive,truck,trucks,trucks,1,0,truck
39,loudness_n,Anthony is at a lake and hears the sound of a powerboat.,boats,powerboat,high,quiet,negative,powerboat,boats,boats,0,1,boats
11,hardness,Michelle steps onto the carpet floor of a room.,floors,carpet,low,hard,positive,carpet,the floor,floor,0,1,floors
23,length_duration,Lee thinks about reading his favorite novel.,readings,novel,high,long,positive,novel,novels,novels,1,0,novel
43,price,Stephen is shopping for shoes and looks at a pair of sandals.,shoes,sandals,low,cheap,negative,sandals,sandals,sandals,1,0,sandals
35,loudness,Alexander is in a room with an adult.,people,adult,low,loud,positive,adult,adults,adults,1,0,adult
12,hardness,Kim picks up a mango.,fruit,mango,medium,soft,negative,mango,mangos,mangos,1,0,mango
1,darkness,Josh is going for a walk and notices the color of a crow.,birds,crow,low,light,positive,crow,crows,crows,1,0,crow
77,temperature_h,Maya is at a restaurant and takes a taste of a chocolate fondue.,food,chocolate fondue,high,cold,negative,fondue,fondues,fondues,1,0,chocolate fondue
37,loudness_n,Greg is on the sidewalk and hears a tractor drive by.,vehicles,tractor,high,quiet,negative,tractor,tractor,tractor,1,0,tractor
57,size,Gabriel is shopping at an appliances store and looks at an oven.,appliances,oven,medium,small,negative,oven,ovens,ovens,1,0,oven
60,speed,Lucas is at the zoo and watches a sloth move.,animals,sloth,low,slow,negative,sloth,animals,animals,0,1,animals
43,price,Monica is shopping for shoes and looks at a pair of sneakers.,shoes,sneakers,medium,cheap,negative,sneakers,shoes,shoes,0,1,shoes
72,temperature,Kim takes the first bite of her ice cream.,food,ice cream,low,cold,negative,ice cream,ice creams,ice creams,1,0,ice cream
65,speed,Stephanie is taking a walk with an adult.,people,adult,high,quick,positive,adult,adults,adults,1,0,adult
67,strength,William watches a child lift up a box.,people,child,low,weak,negative,child,people,people,0,1,people
16,height,Tanya is looking at a strip mall.,buildings,strip mall,low,tall,positive,strip mall,buildings,buildings,0,1,buildings
2,darkness,Simon bought a can of white paint and is testing it for the first time.,paint,white paint,high,dark,negative,white,whites,whites,1,0,white paint
29,loudness,Jasmine is listening to a rock concert.,concerts,rock concert,high,quiet,negative,rock concert,concerts,concerts,0,1,concerts
27,length_duration,Kathleen looks up information about an upcoming sprinting race.,races,sprinting race,low,short,negative,sprint,races,races,0,1,races
49,price,Alicia is at a liquor store and wants to buy a bottle of top-shelf liquor.,alcoholic drinks,bottle of top-shelf liquor,high,expensive,positive,liquor,liquors,liquor,1,0,bottle of top-shelf liquor
1,darkness,Julia is going for a walk and notices the color of a parrot.,birds,parrot,medium,light,positive,parrot,parrots,parrots,1,0,parrot
11,hardness,Laura steps onto the tile floor of a room.,floors,tile,high,hard,positive,tile,floors,floors,0,1,floors
54,size,Claire is at a farmer's market and picks up a kumquat.,fruit,kumquat,low,small,negative,kumquat,kumquats,kumquats,1,0,kumquat
81,weight,Charles is helping a friend move and picks up their couch.,furniture,couch,high,light,negative,couch,furniture,furniture,0,1,furniture
73,temperature_h,Eric takes the first sip from a juice.,drinks,juice,medium,cold,negative,juice,drinks,drinks,0,1,drinks
43,price,David is shopping for shoes and looks at a pair of sandals.,shoes,sandals,low,cheap,negative,sandals,sandals,sandals,1,0,sandals
86,width,Michael is in a forest and sees a mouse den.,dens,mouse den,low,narrow,negative,mouse,dens,dens,0,1,dens
83,weight,Robert is at a craft shop and picks up a piece of silk.,materials,silk,low,light,negative,silk,material,material,0,1,materials
27,length_duration,Tom looks up information about an upcoming sprinting race.,races,sprinting race,low,short,negative,sprint,races,races,0,1,races
54,size,Anthony is at a farmer's market and picks up a kumquat.,fruit,kumquat,low,small,negative,kumquat,fruits,fruits,0,1,fruit
63,speed_f,Josh is travelling on his friend's new rowboat.,boats,rowboat,low,fast,positive,rowboat,rowboats,rowboats,1,1,rowboat
69,strength,Natalia is watching a golfer lift weights.,athletes,golfer,low,strong,positive,golfer,golfer's,golfer's,1,0,golfer
73,temperature_h,Alicia takes the first sip from a juice.,drinks,juice,medium,cold,negative,juice,drinks,drinks,0,1,drinks
78,weight,Kim is at the zoo and watches a monkey being lifted.,animals,monkey,medium,light,negative,monkey,animals,animals,0,1,animals
85,weight,Cameron is at a grocery store and picks up a orange.,fruit,orange,medium,light,negative,orange,fruits,fruits,0,1,fruit
90,width,Maya is attempting to move furniture through the patio door of her house.,doorways,patio door,medium,narrow,negative,patio,doorways,doorways,0,1,doorways
10,hardness,Daniel is eating a piece of chocolate.,candies,piece of chocolate,medium,hard,positive,chocolate,chocolates,chocolates,1,0,piece of chocolate
55,size,Michelle is at an aquarium and sees a tuna.,fish,tuna,medium,big,positive,tuna,fish,fish,0,1,fish
13,hardness,Eric is at a hardware store and picks up a piece of plastic.,materials,plastic,medium,hard,positive,plastic,plastics,plastics,1,0,plastic
58,size,Melinda is taking a walk and sees a poodle.,dogs,poodle,medium,big,positive,poodle,dogs,dogs,0,1,dogs
16,height,Jasmine is looking at an apartment building.,buildings,apartment building,medium,tall,positive,apartment building,buildings,buildings,0,1,buildings
35,loudness,Angela is in a room with a baby.,people,baby,high,quiet,negative,baby,babies,baby,1,0,baby
73,temperature_h,Laura takes the first sip from a coffee.,drinks,coffee,high,cold,negative,coffee,hot drinks,hot drinks,0,1,drinks
40,loudness,John wants to play music and tries out a bass guitar.,guitars,bass guitar,high,quiet,negative,bass,guitars,guitars,0,1,guitars
51,size,Kathleen is at a gardening store and looks at a tree.,plants,tree,high,big,positive,tree,trees,trees,1,0,tree
26,length_duration,Stephen is looking at a highway on Google Maps.,roads,highway,high,long,positive,highway,roads,roads,0,1,roads
79,weight,Alicia lifts up a baby.,people,baby,low,light,negative,baby,people,people,0,1,people
12,hardness,Robert picks up a mango.,fruit,mango,medium,hard,positive,mango,mangos,mangos,1,0,mango
42,price,Kim is looking to rent a new place and checks out a villa.,rentals,villa,high,cheap,negative,villa,villas,villas,1,0,villa
25,length_duration,Angela thinks about watching her favorite sitcom.,entertainment,sitcom,low,short,negative,sitcom,sitcoms,sitcoms,1,0,sitcom
81,weight,William is helping a friend move and picks up their trash can.,furniture,trash can,low,heavy,positive,trash can,trash,trash,1,0,trash can
27,length_duration,Tanya looks up information about an upcoming sprinting race.,races,sprinting race,low,long,positive,sprint,races,races,0,1,races
16,height,David is looking at a skyscraper.,buildings,skyscraper,high,short,negative,skyscraper,skyscrapers,skyscrapers,1,0,skyscraper
70,strength,Stephen is painting and tries a new wall paint.,paints,wall paint,medium,weak,negative,wall,paint,paint,0,1,paints
48,price,Kim is at the butchershop and looks at a piece of steak.,meat,steak,high,expensive,positive,steak,meat,meat,0,1,meat
25,length_duration,Anthony thinks about watching his favorite documentary.,entertainment,documentary,medium,short,negative,documentary,documentaries,documentary,1,0,documentary
66,speed_f,Monica is at an airport and sees a glider in the air.,aircrafts,glider,low,slow,negative,glider,aircraft,aircraft,0,1,aircrafts
53,size,Lucas is looking in an insect terrarium and sees a spider.,insects,spider,high,small,negative,spider,spiders,spiders,1,0,spider
27,length_duration,Jasmine looks up information about an upcoming relay race.,races,relay race,medium,short,negative,relay,races,races,0,1,races
11,hardness,Cameron steps onto the wood floor of a room.,floors,wood,medium,hard,positive,wood,flooring,floors,0,1,floors
62,speed_f,Melinda sees a motorcycle on the highway.,vehicles,motorcycle,high,slow,negative,motorcycle,motorcycles,motorcycles,1,0,motorcycle
15,height,Simon is at a zoo and looks at a penguin.,animals,penguin,low,tall,positive,penguin,penguins,penguins,1,0,penguin
42,price,Michelle is looking to rent a new place and checks out an apartment.,rentals,apartment,low,expensive,positive,apartment,apartments,apartments,1,0,apartment
46,price,Jennifer is clothing shopping and looks at a coat.,clothes,coat,medium,expensive,positive,coat,coats,coats,1,0,coat
7,darkness,Laura takes a walk and notices the coat of a pitbull.,dogs,pitbull,low,dark,negative,pitbull,pitbulls,pitbullls,1,0,pitbull
29,loudness,Charles is listening to a choral concert.,concerts,choral concert,low,loud,positive,choral,concerts,concerts,0,1,concerts
65,speed,Mika is taking a walk with a child.,people,child,medium,quick,positive,child,people,people,0,1,people
8,darkness,Alexander is at a zoo and notices the fur color of a tiger.,animals,tiger,medium,dark,negative,tiger,tigers,tigers,1,0,tiger
52,size,Michael is at the zoo and sees a monkey.,animals,monkey,medium,small,negative,monkey,monkeys,monkeys,1,0,monkey
34,loudness_n,Natalia is listening to a friend playing the guitar.,instruments,guitar,medium,loud,positive,guitar,guitars,guitars,1,0,guitar
50,price,Lee is considering different places for dinner and looks at the menu of a Japanese restaurant.,restaurants,Japanese restaurant,high,cheap,negative,japanese,restaurants,restaurants,0,1,restaurants
39,loudness_n,Julia is at a lake and hears the sound of a rowboat.,boats,rowboat,low,quiet,negative,rowboat,boats,boats,0,1,boats
70,strength,Gabriel is painting and tries a new oil paint.,paints,oil paint,high,strong,positive,oil,oil paints,oil paints,1,1,oil paint
83,weight,Gary is at a craft shop and picks up a piece of wool.,materials,wool,high,heavy,positive,wool,wool,wool,1,0,wool
53,size,Monica is looking in an insect terrarium and sees a moth.,insects,moth,medium,small,negative,moth,moths,moths,1,0,moth
73,temperature_h,Simon takes the first sip from a coffee.,drinks,coffee,high,cold,negative,coffee,coffees,coffeees,1,0,coffee
80,weight,David is at an electronics store and picks up a cell phone.,electronic devices,cell phone,low,light,negative,phone,cell phones,cell phones,1,0,cell phone
21,length_duration,William is at a pet store and notices the length of a dachshund.,dogs,dachshund,high,long,positive,dachshund,dogs,dogs,0,1,dogs
67,strength,Greg watches a teenager lift up a box.,people,teenager,medium,weak,negative,teenager,people,people,0,1,people
55,size,Robert is at an aquarium and sees a herring.,fish,herring,low,big,positive,herring,fish,fish,0,1,fish
66,speed_f,Stephen is at an airport and sees a helicopter in the air.,aircrafts,helicopter,medium,slow,negative,helicopter,helicopters,helicopters,1,0,helicopter
57,size,Tom is shopping at an appliances store and looks at a refrigerator.,appliances,refrigerator,high,big,positive,refrigerator,appliances,appliances,0,1,appliances
38,loudness,Josh is in a forest and hears a owl.,birds,owl,low,quiet,negative,owl,birds,birds,0,1,birds
44,price,Charles is shopping for spices and looks at saffron.,spices,saffron,high,cheap,negative,saffron,spices,spices,0,1,spices
84,weight,Alicia learns about the weight of a friend's new motorcycle.,vehicles,motorcycle,medium,light,negative,motorcycle,motorcycles,motorcycles,1,0,motorcycle
6,darkness,Alexander is creating a flower bouquet and picks out a dahlia.,flowers,dahlia,low,light,positive,dahlia,flowers,flowers,0,1,flowers
79,weight,Jasmine lifts up an adult.,people,adult,high,heavy,positive,adult,individuals,people,0,1,people
2,darkness,Daniel bought a can of black paint and is testing it for the first time.,paint,black paint,low,light,positive,black,black paints,black paints,1,1,black paint
46,price,Natalia is clothing shopping and looks at a coat.,clothes,coat,medium,cheap,negative,coat,coats,coats,1,0,coat
35,loudness,Gary is in a room with an adult.,people,adult,low,quiet,negative,adult,individuals,people,0,1,people
54,size,Kim is at a farmer's market and picks up a peach.,fruit,peach,medium,big,positive,peach,peaches,peaches,1,0,peach
49,price,Anthony is at a liquor store and wants to buy a bottle of wine.,alcoholic drinks,bottle of wine,medium,expensive,positive,wine,bottles of wine,winee,1,0,bottle of wine
81,weight,Lucas is helping a friend move and picks up their couch.,furniture,couch,high,heavy,positive,couch,furniture,furniture,0,1,furniture
63,speed_f,Michael is travelling on his friend's new speedboat.,boats,speedboat,high,fast,positive,speedboat,boats,boats,0,1,boats
52,size,Eric is at the zoo and sees an elephant.,animals,elephant,high,small,negative,elephant,elephants,elephants,1,0,elephant
8,darkness,Julia is at a zoo and notices the fur color of a panther.,animals,panther,low,light,positive,panther,panthers,panthers,1,0,panther
39,loudness_n,Kathleen is at a lake and hears the sound of a powerboat.,boats,powerboat,high,quiet,negative,powerboat,boats,boats,0,1,boats
3,darkness,Veronica is at a bakery and looks at the color of a fruit cake.,cakes,fruit cake,medium,dark,negative,fruit cake,fruit cakes,fruit cakes,1,1,fruit cake
45,price,John wants to buy a bracelet and looks at one made of metal.,bracelets,metal,medium,expensive,positive,metal,bracelets,bracelets,0,1,bracelets
71,strength,Gabriel is examining the walls of a friend's new tent.,walls,tent,low,weak,negative,tent,tent walls,tent walls,1,1,tent
28,length_duration,Melinda is considering listening to her favorite podcast episode.,audios,podcast episode,medium,long,positive,podcast episode,podcasts,podcast episode,1,0,podcast episode
11,hardness,Michelle steps onto the tile floor of a room.,floors,tile,high,hard,positive,tile,flooring,floors,0,1,floors
89,width,Jennifer is walking on a boulevard.,roads,boulevard,high,narrow,negative,boulevard,roads,roads,0,1,roads
50,price,Robert is considering different places for dinner and looks at the menu of a Chinese restaurant.,restaurants,Chinese restaurant,low,cheap,negative,chinese,chinese restaurants,chinese restaurants,1,1,Chinese restaurant
81,weight,Melinda is helping a friend move and picks up their trash can.,furniture,trash can,low,light,negative,trash can,trashcans that are full,trash cans,1,0,trash can
71,strength,Laura is examining the walls of a friend's new tent.,walls,tent,low,weak,negative,tent,tent walls,tent walls,1,1,tent
75,temperature_h,Kathleen is in her kitchen and puts her hand in the freezer.,locations,freezer,low,warm,positive,freezer,times she checked the freezer,times checked freezer,1,0,freezer
63,speed_f,Angela is travelling on her friend's new rowboat.,boats,rowboat,low,fast,positive,rowboat,older boats,boats,0,1,boats
30,loudness_n,David meets a friend at a church.,venue,church,low,noisy,positive,church,churches,churches,1,0,church
58,size,Kim is taking a walk and sees a chihuahua.,dogs,chihuahua,low,big,positive,chihuahua,chihuahuas,chihuahuas,1,0,chihuahua
66,speed_f,Michelle is at an airport and sees a glider in the air.,aircrafts,glider,low,fast,positive,glider,gliders,gliders,1,0,glider
15,height,Josh is at a zoo and looks at a monkey.,animals,monkey,medium,short,negative,monkey,monkeys,monkeys,1,0,monkey
12,hardness,Alexander picks up a mango.,fruit,mango,medium,soft,negative,mango,mangos,mangos,1,0,mango
70,strength,Simon is painting and tries a new wall paint.,paints,wall paint,medium,weak,negative,wall,paints,paints,0,1,paints
49,price,Claire is at a liquor store and wants to buy a bottle of wine.,alcoholic drinks,bottle of wine,medium,cheap,negative,wine,wines,wines,1,0,bottle of wine
37,loudness_n,Julia is on the sidewalk and hears a car drive by.,vehicles,car,medium,quiet,negative,car,cars,cars,1,0,car
68,strength,Sophie is hearing about the thunderstorm that is heading towards them.,storms,thunderstorm,medium,strong,positive,thunderstorm,storms,storms,0,1,storms
80,weight,Lee is at an electronics store and picks up a laptop.,electronic devices,laptop,medium,heavy,positive,laptop,laptops,laptops,1,0,laptop
20,height,Jasmine is walking in a botanical garden and sees an alpine tree.,trees,alpine tree,medium,tall,positive,alpine,trees,trees,0,1,trees
72,temperature,William takes the first bite of his salad.,food,salad,medium,warm,positive,salad,salads,salads,1,0,salad
84,weight,Stephanie learns about the weight of a friend's new motorcycle.,vehicles,motorcycle,medium,heavy,positive,motorcycle,motorcycles,motorcycles,1,0,motorcycle
31,loudness_n,Lucas is at a friend's place and hears his pet cat.,pets,cat,medium,loud,positive,cat,cats,cats,1,0,cat
86,width,Daniel is in a forest and sees a bear den.,dens,bear den,high,narrow,negative,bear,bear dens,bear dens,1,1,bear den
8,darkness,Gary is at a zoo and notices the fur color of a jaguar.,animals,jaguar,high,dark,negative,jaguar,coats of jaguars,coats of jaguars,1,0,jaguar
77,temperature_h,Greg is at a restaurant and takes a taste of a chocolate fondue.,food,chocolate fondue,high,cold,negative,fondue,fondues,fondues,1,0,chocolate fondue
33,loudness_n,Tom is taking a walk in a park and hears the cry of a rooster.,birds,rooster,high,quiet,negative,rooster,cries of roosters,cries of roosters,1,0,rooster
67,strength,Mika watches an adult lift up a box.,people,adult,high,strong,positive,adult,adults,adults,1,0,adult
35,loudness,Kim is in a room with a baby.,people,baby,high,loud,positive,baby,babies,baby,1,0,baby
59,speed,Anthony is in the park and sees a runner.,people,runner,high,fast,positive,runner,people,people,0,1,people
67,strength,Maya watches an adult lift up a box.,people,adult,high,strong,positive,adult,adults,adults,1,0,adult
23,length_duration,Sophie thinks about reading her favorite novel.,readings,novel,high,short,negative,novel,novels,novels,1,0,novel
37,loudness_n,Michael is on the sidewalk and hears an electric car drive by.,vehicles,electric car,low,loud,positive,electric,electric cars,electric cars,1,0,electric car
79,weight,Alexander lifts up a kid.,people,kid,medium,heavy,positive,kid,kids,kids,1,0,kid
4,darkness,John steps outside during the dusk.,times of day,dusk,medium,light,positive,dusk,dusks,dusks,1,0,dusk
70,strength,Veronica is painting and tries a new wall paint.,paints,wall paint,medium,strong,positive,wall,wall paints,wall paints,1,1,wall paint
1,darkness,Stephanie is going for a walk and notices the color of a seagull.,birds,seagull,high,light,positive,seagull,seagulls,seagulls,1,0,seagull
71,strength,Tom is examining the walls of a friend's new mansion.,walls,mansion,high,strong,positive,mansion,walls,walls,0,1,walls
60,speed,Josh is at the zoo and watches a cheetah move.,animals,cheetah,high,slow,negative,cheetah,cheetahs,cheetahhs,1,0,cheetah
56,size,Kathleen sees her friend's new smartcar.,vehicles,smartcar,low,big,positive,smart,smartcars,smartcars,1,0,smartcar
72,temperature,Julia takes the first bite of her salad.,food,salad,medium,warm,positive,salad,salads,salads,1,0,salad
31,loudness_n,Gary is at a friend's place and hears his pet cat.,pets,cat,medium,quiet,negative,cat,cats,cats,1,0,cat
74,temperature,Robert steps outside on a day in summer.,seasons,summer,high,cold,negative,summer,summers,summers,1,0,summer
78,weight,Monica is at the zoo and watches a fish being lifted.,animals,fish,low,heavy,positive,fish,fishes,fishes,1,0,fish
8,darkness,Daniel is at a zoo and notices the fur color of a jaguar.,animals,jaguar,high,dark,negative,jaguar,jaguars,jaguars,1,0,jaguar
13,hardness,Melinda is at a hardware store and picks up a piece of plastic.,materials,plastic,medium,soft,negative,plastic,pieces of plastic,pieces of plastic,1,0,plastic
47,price,Laura is shopping for berries and looks at the price of strawberries.,berries,strawberries,low,cheap,negative,strawberries,strawberries,strawberries,1,1,strawberries
30,loudness_n,Tanya meets a friend at a party.,venue,party,high,quiet,negative,party,parties,party,1,0,party
19,height,William sees a jockey.,people,jockey,low,short,negative,jockey,jockeys,jockeys,1,0,jockey
50,price,Charles is considering different places for dinner and looks at the menu of a Chinese restaurant.,restaurants,Chinese restaurant,low,cheap,negative,chinese,Chinese restaurants,chinese restaurants,1,1,Chinese restaurant
28,length_duration,Michelle is considering listening to her favorite podcast episode.,audios,podcast episode,medium,long,positive,podcast episode,podcast episodes,podcast episodes,1,0,podcast episode
6,darkness,Angela is creating a flower bouquet and picks out a dahlia.,flowers,dahlia,low,light,positive,dahlia,dahlias,dahlias,1,0,dahlia
12,hardness,Claire picks up a melon.,fruit,melon,high,hard,positive,melon,melons,melons,1,0,melon
87,width,Jennifer is driving on a downtown street.,roads,downtown street,medium,narrow,negative,downtown,downtown streets,downtown streets,1,0,downtown street
17,height,Lucas sees an adult.,people,adult,high,short,negative,adult,adults,adults,1,0,adult
42,price,Cameron is looking to rent a new place and checks out an apartment.,rentals,apartment,low,expensive,positive,apartment,apartments,apartments,1,0,apartment
85,weight,Simon is at a grocery store and picks up a orange.,fruit,orange,medium,heavy,positive,orange,oranges,oranges,1,0,orange
29,loudness,Eric is listening to a rap concert.,concerts,rap concert,medium,quiet,negative,rap,rap concerts,rap concerts,1,1,rap concert
64,speed,Jasmine is at a friend's house and sees their pet turtle come towards them.,pets,turtle,low,slow,negative,turtle,pet turtles,pet turtles,1,0,turtle
75,temperature_h,David is in his kitchen and puts his hand in the freezer.,locations,freezer,low,cold,negative,freezer,freezers,freezers,1,0,freezer
14,hardness,Gabriel is in his bedroom and sits on a bedboard.,furniture,bedboard,high,hard,positive,bedboard,bedboards,bedboards,1,0,bedboard
82,weight,Greg is walking outside and picks up a rock.,objects,rock,high,heavy,positive,rock,rocks,rocks,1,0,rock
77,temperature_h,Kim is at a restaurant and takes a taste of a smoothie.,food,smoothie,low,cold,negative,smoothie,smoothies,smoothies,1,0,smoothie
2,darkness,Alicia bought a can of black paint and is testing it for the first time.,paint,black paint,low,light,positive,black,black paint,black paint,1,1,black paint
45,price,Anthony wants to buy a bracelet and looks at one made of metal.,bracelets,metal,medium,cheap,negative,metal,bracelets,bracelets,0,1,bracelets
21,length_duration,Mika is at a pet store and notices the length of a bassett hound.,dogs,bassett hound,medium,short,negative,bassett hound,bassett hounds,bassett hounds,1,0,bassett hound
80,weight,Lee is at an electronics store and picks up a laptop.,electronic devices,laptop,medium,light,negative,laptop,laptops,laptops,1,0,laptop
46,price,Alicia is clothing shopping and looks at a shirt.,clothes,shirt,low,expensive,positive,shirt,shirts,shirts,1,0,shirt
52,size,Sophie is at the zoo and sees a monkey.,animals,monkey,medium,big,positive,monkey,animals,animals,0,1,animals
65,speed,Gary is taking a walk with a elderly person.,people,elderly person,low,quick,positive,elder,older people,people,0,1,people
76,temperature_h,Michael is spending his Saturday at an ice rink.,places,ice rink,low,hot,positive,ice rink,ice rinks,ice rinks,1,0,ice rink
67,strength,Julia watches a teenager lift up a box.,people,teenager,medium,strong,positive,teenager,teenagers,teenagers,1,0,teenager
62,speed_f,Maya sees a motorcycle on the highway.,vehicles,motorcycle,high,slow,negative,motorcycle,vehicles,vehicles,0,1,vehicles
37,loudness_n,Anthony is on the sidewalk and hears a tractor drive by.,vehicles,tractor,high,quiet,negative,tractor,tractors,tractors,1,0,tractor
90,width,Cameron is attempting to move furniture through the patio door of his house.,doorways,patio door,medium,narrow,negative,patio,doorways,doorways,0,1,doorways
50,price,Tanya is considering different places for dinner and looks at the menu of a Japanese restaurant.,restaurants,Japanese restaurant,high,expensive,positive,japanese,restaurants,restaurants,0,1,restaurants
82,weight,Melinda is walking outside and picks up a stick.,objects,stick,medium,light,negative,stick,sticks,sticks,1,0,stick
87,width,Stephen is driving on a side road.,roads,side road,low,wide,positive,side,roads,roads,0,1,roads
42,price,William is looking to rent a new place and checks out an apartment.,rentals,apartment,low,expensive,positive,apartment,apartments,apartments,1,0,apartment
86,width,Eric is in a forest and sees a bear den.,dens,bear den,high,wide,positive,bear,caves,dens,0,1,dens
57,size,Jasmine is shopping at an appliances store and looks at an oven.,appliances,oven,medium,big,positive,oven,ovens,ovens,1,0,oven
31,loudness_n,Michelle is at a friend's place and hears her pet cat.,pets,cat,medium,quiet,negative,cat,cats,cats,1,0,cat
58,size,Jennifer is taking a walk and sees a chihuahua.,dogs,chihuahua,low,big,positive,chihuahua,chihuahuas,chihuahuas,1,0,chihuahua
5,darkness,Stephanie is writing with a piece of chalk and notices the color of the script.,scripts,piece of chalk,high,dark,negative,chalk,pieces of chalk,pieces of chalk,1,0,piece of chalk
35,loudness,Josh is in a room with a baby.,people,baby,high,quiet,negative,baby,babies,baby,1,0,baby
23,length_duration,Greg thinks about reading his favorite poem.,readings,poem,low,short,negative,poem,poems,poems,1,0,poem
54,size,Alexander is at a farmer's market and picks up a watermelon.,fruit,watermelon,high,big,positive,watermelon,fruits,fruits,0,1,fruit
2,darkness,Laura bought a can of black paint and is testing it for the first time.,paint,black paint,low,dark,negative,black,shades of paint,shades of paint,0,1,paint
89,width,David is walking on a country lane.,roads,country lane,low,narrow,negative,country lane,roads,roads,0,1,roads
72,temperature,Monica takes the first bite of her soup.,food,soup,high,cold,negative,soup,soups,soups,1,0,soup
11,hardness,Mika steps onto the carpet floor of a room.,floors,carpet,low,soft,negative,carpet,floorings,floorss,0,1,floors
34,loudness_n,Kim is listening to a friend playing the guitar.,instruments,guitar,medium,quiet,negative,guitar,instruments,instruments,0,1,instruments
18,height,Tanya is looking at a pansy.,flowers,pansy,low,tall,positive,pansy,flowers,flowers,0,1,flowers
51,size,Kim is at a gardening store and looks at a bush.,plants,bush,medium,big,positive,bush,bushes,bushes,1,0,bush
12,hardness,Alicia picks up a banana.,fruit,banana,low,soft,negative,banana,unripe bananas,unripe bananas,1,0,banana
68,strength,John is hearing about the thunderstorm that is heading towards them.,storms,thunderstorm,medium,weak,negative,thunderstorm,storms,storms,0,1,storms
59,speed,Monica is in the park and sees a jogger.,people,jogger,medium,slow,negative,jogger,joggers,joggers,1,0,jogger
23,length_duration,Angela thinks about reading her favorite poem.,readings,poem,low,long,positive,poem,poems,poems,1,0,poem
57,size,Kim is shopping at an appliances store and looks at a toaster.,appliances,toaster,low,big,positive,toaster,toasters,toasters,1,0,toaster
67,strength,Lucas watches an adult lift up a box.,people,adult,high,strong,positive,adult,people,people,0,1,people
44,price,Laura is shopping for spices and looks at salt.,spices,salt,low,expensive,positive,salt,spices,spices,0,1,spices
11,hardness,Michelle steps onto the tile floor of a room.,floors,tile,high,soft,negative,tile,floors,floors,0,1,floors
35,loudness,Melinda is in a room with a baby.,people,baby,high,loud,positive,baby,babies,baby,1,0,baby
62,speed_f,Robert sees a motorcycle on the highway.,vehicles,motorcycle,high,slow,negative,motorcycle,motorcycles,motorcycles,1,0,motorcycle
58,size,Claire is taking a walk and sees a great dane.,dogs,great dane,high,small,negative,great dane,great danes,great danes,1,0,great dane
37,loudness_n,Angela is on the sidewalk and hears a car drive by.,vehicles,car,medium,loud,positive,car,cars,cars,1,0,car
73,temperature_h,Josh takes the first sip from a coffee.,drinks,coffee,high,hot,positive,coffee,beverages,drinks,0,1,drinks
45,price,Greg wants to buy a bracelet and looks at one made of gold.,bracelets,gold,high,cheap,negative,gold,bracelets,bracelets,0,1,bracelets
7,darkness,Anthony takes a walk and notices the coat of a spaniel.,dogs,spaniel,medium,light,positive,spaniel,dogs,dogs,0,1,dogs
39,loudness_n,Laura is at a lake and hears the sound of a sailboat.,boats,sailboat,medium,loud,positive,sailboat,boats,boats,0,1,boats
58,size,Stephanie is taking a walk and sees a great dane.,dogs,great dane,high,big,positive,great dane,dogs,dogs,0,1,dogs
18,height,Alexander is looking at a pansy.,flowers,pansy,low,tall,positive,pansy,flowers,flowers,0,1,flowers
9,hardness,Sophie is at a vegetable market and picks up a tomato.,vegetables,tomato,medium,hard,positive,tomato,tomatos,tomatos,1,0,tomato
